Category,StoreType,OperatingHours,Telephone,Address,lng,lat
Giant,Giant Express,24 Hours,,Blk 293 Yishun St 22 #01-261 Singapore 760293,103.837956,1.436415
Giant,Giant Supermarket,24 Hours,,Blk 161 Ang Mo Kio Avenue 4 #01-504 Singapore 560161,103.839814,1.374125
Giant,Giant Supermarket,24 Hours,,Blk 316B Ang Mo Kio St 31 #01-11 Singapore 563316,103.847692,1.364801
Giant,Giant Supermarket,7am - 10pm,,144 Upper Bukit Timah Road #B1-01 Singapore 588177,103.776106,1.34238
Giant,Giant Supermarket,24 Hours,,348 Bedok Road #01-01 Bedok Market Place Singapore 469560,103.948302,1.331462
Giant,Giant Supermarket,24 Hours,,Blk 512 Bishan St 13 #01-524 Singapore 570512,103.849899,1.349646
Giant,Giant Supermarket,24 Hours,,Blk 376 Bukit Batok St 31 #01-116 Singapore 650376,103.749507,1.358431
Giant,Giant Supermarket,24 Hours,,Blk 982 Buangkok Crescent #01-01 Singapore 530982,103.879399,1.380823
Giant,Giant Supermarket,7am - 10pm,,Blk 118 Aljunied Avenue 2 #01-100 Singapore 380118,103.8874,1.319976
Giant,Giant Supermarket,24 Hours,,Blk 524A Jelapang Road #03-13/18 Singapore 671524,103.766242,1.38526
Giant,Giant Supermarket,24 Hours,,21 Hougang Street 51 #01-52 Singapore 538719,103.887372,1.378925
Giant,Giant Supermarket,8am - 10pm,,1 Woodlands Road #01-07 Singapore 677899,103.760405,1.379781
Giant,Giant Supermarket,24 Hours,,Blk 306 Ubi Avenue 1 #01-185 Singapore 400306,103.902289,1.329357
Giant,Giant Supermarket,24 Hours,,201 Yishun Avenue 2 #01-03 Khatib MRT Station Singapore 769092,103.832864,1.417121
Giant,Giant Supermarket,24 Hours,,Blk 260 Kim Keat Avenue #01-01 Singapore 310260,103.857341,1.332143
Giant,Giant Supermarket,7:30am _ 10pm,,Blk 259 Pasir Ris Street 21 #01-27 Singapore 510259,103.964631,1.366981
Giant,Giant Supermarket,24 Hours,,Blk 440 Pasir Ris Drive 4 #01-01 Singapore 510440,103.958614,1.369088
Giant,Giant Supermarket,7am - 10.30pm,,60 Paya Lebar Road #B1-01/05 Singapore 409051,103.892608,1.318773
Giant,Giant Supermarket,24 Hours,,Blk 475 Choa Kang Ave 3 #01-01/10 Singapore 680475,103.738969,1.377878
Giant,Giant Supermarket,7am - 10pm,,9 Tampines St 32 #01-30 Singapore 529286,103.959797,1.354351
Giant,Giant Supermarket,7am - 12am,,845 Geylang Road #01-08 Singapore 400845,103.894359,1.316414
Giant,Giant Supermarket,24 Hours,,Blk 181 Toa Payoh Lorong 4 #01-602/610 Singapore 310181,103.850929,1.333608
Giant,Giant Supermarket,24 Hours,,Blk 548 Woodlands Drive 44 #01-37 Singapore 730548,103.793931,1.430543
Giant,Giant Supermarket,24 Hours,,Blk 768 Woodlands Ave 6 #01-34 Singapore 730768,103.797909,1.445394
Giant,Giant Supermarket,24 Hours,,Blk 883 Woodlands St 82 #01-498 Singapore 730883,103.790778,1.442766
Giant,Giant Supermarket,24 Hours,,Blk 418 Yishun Avenue 11 #01-433 Singapore 760418,103.847318,1.424655
Giant,Giant Hypermarket,Sun - Thurs: 9am - 10pm Fri - Sat: 9am - 11pm,,"200 Turf Club Road, The Grandstand #01-01 Singapore 287994",103.793214,1.33869
Giant,Giant Hypermarket,Mon - Thurs: 9am - 11pm Fri & Sun: 8am - 11pm Sat: 8am _ 12am,,2 Jurong East St 21 #01-100 IMM Building Singapore 609601,103.746994,1.334107
Giant,Giant Hypermarket,9am - 10pm,,80 Marine Parade Road #03-27/28 Parkway Parade Singapore 449269,103.904909,1.301336
Giant,Giant Hypermarket,8am - 11pm,,Blk 638 Jurong West St 61 #03-01 Singapore 640638,103.697341,1.341847
Giant,Giant Hypermarket,Sun - Thurs: 9am - 10.30pm Fri - Sat: 9am - 11pm,,604 Sembawang Road #B1-25 Singapore 758459,103.824895,1.441997
Giant,Giant Hypermarket,9am - 10pm,,No. 3 Temasek Boulevard #B1-152-159 Singapore 038983,103.859712,1.295749
Giant,Giant Hypermarket,Sun - Thurs: 8am - 12am Fri - Sat: 8am - 2am,,21 Tampines North Drive 2 #03-01 Singapore 528765,103.931895,1.372064
Giant,Giant Hypermarket,Mon - Fri: 10am - 10pm Sat-Sun: 9am - 10pm,,1 HarbourFront Walk #B1-23 / #01-23 Singapore 098585,103.82312,1.264713
Cold Storage,Cold Storage,9:00AM - 10:00PM,68365206,"383 Bukit Timah Rd #01-09A, Alocassia Apt, Singapore 259727",103.82722,1.319647
Cold Storage,Cold Storage,8:00AM - 10:00PM,"65093897, 65093928",16 Enggor Street #01-05/08 Singapore 079717,103.844464,1.274522
Cold Storage,Cold Storage,9:00AM - 10:00PM,64793242,370 Alexandra Rd #B1-03 to 07 Anchorpoint Singapore 159953,103.805122,1.288779
Cold Storage,Cold Storage,24 Hours,"68449500, 68449502","12 Kallang Avenue, Aperia, #01-47/51 Singapore 339511",103.863816,1.310532
Cold Storage,Cold Storage,9:00AM - 11:00PM,63361990,230 Victoria Street #B1-17/18 Bugis Junction Singapore 188024,103.855279,1.299299
Cold Storage,Cold Storage,9:00AM - 10:30PM,"68941236, 68941206",No. 1 Woodlands Square #B1-31/32/33 Causeway Pt Singapore 738099,103.785911,1.436174
Cold Storage,Cold Storage,9:00AM - 10:00PM,"62350737, 62353401, 62353406",176 Orchard Roard #B1-09/10 The Centrepoint Singapore 238843,103.839521,1.301661
Cold Storage,Cold Storage,9:00AM - 10:00PM,62536747,Blk 36H Dunearn Road #01-44 Singapore 309433,103.83609,1.317403
Cold Storage,Cold Storage,8:00AM - 10:00PM,"62688559, 62688561","442 Orchard Road #B1-01-11 Orchard Hotel, Singapore 238879",103.828949,1.307569
Cold Storage,Cold Storage,9:00AM - 10:00PM,64663181,41 Sunset Way #01-01A Clementi Arcade Singapore 597071,103.767494,1.323636
Cold Storage,Cold Storage,24 Hours,"67630815, 67630939",501 Bukit Timah Rd Cluny Court #01-02 Singapore 259760,103.814398,1.322684
Cold Storage,Cold Storage,9:00AM - 10:00PM,"63863254, 63863304, 63863256","1 Sengkang Square #B1-25, Compass One Shopping Centre, Singapore 545078",103.894934,1.391776
Cold Storage,Cold Storage,9:00AM - 10:00PM,"67027460, 67027461, 67027462",430 Upper Changi Road #01-47/48/49 East Village Singapore 487048,103.946358,1.331864
Cold Storage,Cold Storage,8:00AM - 10:00PM,"62444530, 62444531",20 Eastwood Road #01-07/09 Eastwood Centre Singapore 486442,103.955431,1.321406
Cold Storage,Cold Storage,9:00AM - 10:00PM,67354730,1 Kim Seng Promenade Great World City #B1-18 / 19 Singapore 237994,103.831973,1.294202
Cold Storage,Cold Storage,9:00AM - 10:00PM,"64815670, 64815281, 64816953",1 Seletar Road #01-11 Greenwich V Singapore 807011,103.869335,1.387595
Cold Storage,Cold Storage,8:00AM - 10:00PM,64671353,20 Greenwood Ave Singapore 289215,103.806822,1.331484
Cold Storage,Cold Storage,8:00AM - 10:00PM,64633411,1 Fifth Ave Guthrie House #01-05 Singapore 268802,103.795553,1.330781
Cold Storage,Cold Storage,8:00AM - 11:00PM,62749112,1 Martitime Square #01-48 to 50 Singapore 099253,103.820369,1.264303
Cold Storage,Cold Storage,9:00AM - 10:00PM,,"No 2 Havelock Road, #B1-19 Singapore 059763",,
Cold Storage,Market Place,9:00AM - 10:00PM,67107161,4 Hillview Rise #02-07 Singapore 667979,103.764658,1.363844
Cold Storage,Cold Storage,24 Hours,64685566,"211 Holland Avenue #01-02,04,05 Holland Shopping Ctr Singapore 278967",103.795523,1.310392
Cold Storage,Cold Storage,8:00AM - 10:00PM,"63830323, 63830076","Blk 205 Hougang Street 21 #01-133 / 135 Heartland Mall, Singapore 530205",103.885011,1.359364
Cold Storage,Jasons,10:00AM - 10:30PM,65091322,"2 Orchard Turn,#B4-17-19, Ion Orchard Singapore 238801",103.831378,1.305003
Cold Storage,Jasons,8:00AM - 10.30PM,62354355,1 Claymore Drive #01-01 Orchard Towers Singapore 229594,103.829394,1.307595
Cold Storage,Jasons,8:00AM - 8:00PM,"62689986, 62689953",31 Oceanway Quayside Isle # 01-26/27 Singapore 098375,103.841847,1.248016
Cold Storage,Cold Storage,24 Hours,"64693877, 64693878",293 Holland Rd #01-01 Jelita Shopping Ctr Singapore 278628,103.786012,1.317714
Cold Storage,Cold Storage,9:00AM - 10:30PM,62420818,5 Stadium Walk #B1-01/05 Leisure Park Singapore 397693,103.876521,1.302238
Cold Storage,Cold Storage,10:00AM - 10:00PM,66363094,"112, #B1-14 East Coast Rd Singapore 428802",103.904622,1.305522
Cold Storage,Cold Storage,8:00AM - 10:30PM,"67567100 , 64826091",930 Yishun Avenue 2 #B1-11 to 16 Northpoint Shopping Centre Singapore 769098,103.835854,1.429316
Cold Storage,Cold Storage,9:00AM - 10:00PM,"63527223, 63527942",No 238 Thomson Road #01-28/29 Singapore 307683,103.844065,1.32024
Cold Storage,Cold Storage,9:00AM - 10:00PM,67745396,"101 Clementi Road, #01-01 Kent vale Estate, Singapore 129787",103.76958,1.30176
Cold Storage,Cold Storage,9:00AM - 10:00PM,"67022423, 67022426","11, Tanjong Katong Road #B1-36 ONE KM Singapore 437157",103.894507,1.314663
Cold Storage,Market Place,9:00AM - 10:00PM,67382798,290 Orchard Road #B1-21/22 Paragon Singapore 238859,103.836,1.303857
Cold Storage,Cold Storage,9:00AM - 10:30PM,"63449011, 63448749",80 Marine Parade Road #B1-84 Parkway Parade Singapore 449269,103.905433,1.300737
Cold Storage,Cold Storage,9:00AM - 10:30PM,"62386761, 62386763",68 Orchard Road #B2-15/16 Plaza Singapura Singapore 238839,103.845107,1.300613
Cold Storage,Market Place,8:00AM - 11:00PM,63362676,252 North Bridge Rd #B1-01 Raffles City Shopping Centre Singapore 179103,103.853336,1.293863
Cold Storage,Cold Storage,24 Hours,"67631639, 67637258",464-486 Jalan Asas Upper Bukit Timah Road Singapore 678077,103.767605,1.36018
Cold Storage,Cold Storage,8:00AM - 10:00PM,"62749114, 62749132 6",1 Cove Avenue Sentosa Arrival Plaza #02-07/10 Singapore 098537,103.839685,1.246982
Cold Storage,Cold Storage,24 Hours,"66344190, 66344189, 66344187",23 Serangoon Central #B2-44/45 nex Singapore 556083,103.872938,1.350068
Cold Storage,Cold Storage,24 Hours,"64445898, 64448678","2 First Street #01-05/06/12/13/14/15/16, Siglap V Singapore 458278",103.923641,1.312784
Cold Storage,Cold Storage,9:00AM - 10:00PM,"64631179, 64631176",896 Dunearn Road #02-01 Sime Darby Centre Singapore 589472,103.784064,1.336846
Cold Storage,Cold Storage,9:00AM - 11:00PM,"66943224, 66943229","1 Vista Exchange Green, #B1-02&35/36, The Star Vista, Singapore 138617",103.787871,1.306936
Cold Storage,Cold Storage,10:00AM - 9:30PM,"67351266, 67351275, 67351276",391A Orchard Road #B2-01-1 Ngee Ann City Singapore 238872,103.835054,1.302711
Cold Storage,Cold Storage,9:00AM - 10:30PM,"65871783, 65870293, 65870164",10 Tampines Central 1 Tampines 1 #B1-01/02 Singapore 529536,103.945374,1.354236
Cold Storage,Market Place,9:00AM - 10:00PM,67340105,163 Tanglin Road Tanglin Mall #B1-02/03 Singapore 247933,103.823825,1.304929
Cold Storage,Cold Storage,9:00AM - 10:00PM,"67333054, 67331040",No 81 Clemenceau Avenue #02-18 UE Square Singapore 239917,103.842547,1.292134
Cold Storage,Cold Storage,9:00AM - 10:00PM,"62509690, 62509691",101 Thomson Road #B1-52 Singapore 307591,103.8436,1.316786
Cold Storage,Cold Storage,Mon - Fri: 10:00AM - 10:00PM Sat - Sun: 9:00AM - 10:00PM,"62754770, 62759780",1 Harbour Front Walk #01-23B Singapore 098585,103.82233,1.264244
Cold Storage,Cold Storage,9:00AM - 10:00PM,68724733,154 West Coast Road #B1-19 West Coast Plaza Singapore 127371,103.766246,1.303912
Cold Storage,Cold Storage,8:00AM - 10:30PM,"68611580, 68611355",No. 1 Bukit Batok Central Link #B1-01 West Mall Singapore 658713,103.749336,1.350205
Cold Storage,Cold Storage,Sun - Thur: 9:00AM - 11:00PM Fri - Sat: 9:00AM - 12:00AM,66345261,2 Bayfront Avenue The Shoppes Marina Bay Sands #B2-46 Singapore 018972 Singapore 018972,103.858934,1.283804
Wet Market,Tiong Bahru Wet Market,9:00AM - 8:00PM,,"30 Seng Poh Rd, Singapore 168898",103.832327,1.284862
Wet Market,Tekka Centre,,,"Level 1 Tekka Centre, 665 Buffalo Rd, Singapore 210665",103.850654,1.30624
Wet Market,Coliwa Department Store Chinatown Complex,,,"Chinatown Complex, 335 Smith Street, Singapore 050335",103.843163,1.282731
Wholesale Centre,,,,"1 Wholesale Centre, Singapore 110001",,
Wet Market,Geylang Serai Market,,,"1 Geyland Serai, Singapore 402001",103.898278,1.316727
Wet Market,Senoko Fishery Port,,,"31 Attap Valley Rd, Singapore759908",103.792457,1.461595
Wet Market,Whampoa Wet Market,,,"92 Whampoa Dr, Singapore 320092",103.854114,1.323317
Wet Market,,,,"Blk 38A Beo Crescent, Singapore 169982",,
Wet Market,Marine Parade Food Centre,,,Blk 84 Marine Parade Central,103.906362,1.302162
Wet Market,Tanjong Pagar Plaza Market,,,7 Tanjong Pagar Plaza,103.843163,1.276655
Wet Market,Chong Pang Market & Food Centre,,,"104 Yishun Ring Road, Singapore 760104",103.828167,1.431377
Wet Market,,,,"69 Geylang Bahru, Singapore 330069",103.869968,1.321705
Wet Market,Empress Market,,,"7 Empress Rd, Singapore 260007",103.805676,1.316261
Wet Market,Telok Blangah Crescent Block 11 Market And Food Centre,,,"11 Telok Blangah Crescent, Singapore 090011",103.818634,1.277562
Wet Market,Kebun Baru Market,,,"226D Ang Mo Kio Avenue 1, Singapore 564226",103.839183,1.366953
Wet Market,Ghim Moh Market,,,"20 Ghim Moh Rd, Singapore 270020",103.788284,1.311091
Wet Market,Admiralty Wet Market,,,"678 Woodlands Ave 6, Singapore 730678",103.801559,1.439896
Wet Market,Holland Drive Market,,,"44 Holland Drive, Singapore 270044",103.792836,1.308112
Wet Market,Siang Heng Fish Merchant,,,"17 Kalidasa Ave, Singapore 789396",103.829765,1.38169
Wet Market,115 Bukit Merah View Market & Food Centre,,,"115 Bukit Merah View, Singapore 151115",103.822198,1.284691
Wet Market,Golden Mile Food Centre,,,"505 Beach Road, Singapore 199583",103.863855,1.303134
Wet Market,Toa Payoh Lor 1 Market,,,"127 Lorong 1 Toa Payoh, Singapore 310127",103.844759,1.337792
Wet Market,Chung Ling Wet Market,,,"151 Bishan Street 11, Singapore 571151",103.855223,1.345506
Wet Market,50A Marine Terrace Market And Food Centre,,,"50A Marine Terrace, Singapore 441050",103.915808,1.305811
Wet Market,Tanjong Pagar Plaza Market,,,"6 Tanjong Pagar Plaza, Singapore 081006",103.843166,1.276658
Wet Market,Bukit Batok Street 11 Food Centre,,,"156 Bukit Batok Street 11, Singapore 650156",103.743582,1.348209
Wet Market,Tampines Round Market & Food Centre,,,137 Tampines Street 11 Singapore 522137 Tampines Street 11,103.944624,1.345582
Wet Market,Geylang East Centre Market & Food Centre,,,"117 Aljunied Ave 2, Singapore 380117",103.886937,1.320461
Wet Market,The Marketplace @ 58,,,"58 New Upper Changi Rd, Singapore 461058",103.941057,1.32429
Wet Market,Bukit Timah Market & Food Centre,,,"116 Upper Bukit Timah Rd, Singapore 588172",103.775818,1.340764
Prime Supermarket,,64431827,,"Blk 25A Chai Chee Road, #01-459, Singapore 461025",103.924029,1.323424
Prime Supermarket,,,,"823 Tampines St 81, Singapore 520823",103.93409,1.348887
Prime Supermarket,,,,"373 Bukit Batok Street 31, Singapore 650373",103.750403,1.358978
Prime Supermarket,,,,"763 Jurong West Street 75, Singapore 640763",103.699035,1.348869
Prime Supermarket,,,,Blk 253 Choa Chu Kang Ave 1 #B1-07 to 10 Singapore,103.744353,1.3777
Prime Supermarket,,,,"Block #01-281, 142 Teck Whye Ln, Block 142, Singapore 680142",103.752593,1.380446
Prime Supermarket,,,,"263 Compassvale St, Singapore 540263",103.897475,1.395547
Prime Supermarket,,,,"761 Yishun Street 72, Singapore 760761",103.833617,1.425064
Prime Supermarket,,,,"678 Woodlands Ave 6, Singapore 730678",103.802718,1.439479
Prime Supermarket,,,,"108 Punggol Field, Singapore 820108",103.910521,1.395547
Prime Supermarket,,,,"125 Defu Lane 10, Singapore 539233",103.896102,1.357106
Prime Supermarket,,,,"1 Upper Aljunied Ln, Singapore 360001",103.880309,1.333767
Prime Supermarket,,,,"159A Hougang Street 11, Singapore 531159",103.880309,1.350928
Prime Supermarket,,,,"Blk 962 Jurong West Street 91, #01-300, Singapore 640962",103.691997,1.341318
Prime Supermarket,,,,"76 Nanyang Dr, Singapore 637331",103.681354,1.346809
Yes Supermarket,,,,"829 Tampines Street 81, 520829",103.934546,1.349415
Yes Supermarket,,,,"201B Tampines Street 21, Singapore 522201",103.952918,1.353444
Yes Supermarket,,,,"139 Tampines Street 11, Singapore 521139",103.945324,1.345929
Karthika Supermarket,,,,"101 Yishun Avenue 5 #01-61, Singapore 760101",103.827289,1.431263
Karthika Supermarket,,,,"34 Buffalo Rd, Singapore 219796",103.851438,1.306506